ENU4200310010
year,period,periodName,latest,value,footnotes
2019,M09,September,true,704828,"[{""code""=>""P"", ""text""=>""Preliminary.""}]"
2014,M05,May,40688,[{}]
2014,M04,April,39640,[{}]
2014,M03,March,38935,[{}]
2014,M02,February,38453,[{}]
2014,M01,January,38689,[{}]
2013,M12,December,39871,[{}]
2013,M11,November,40147,[{}]
2013,M10,October,40376,[{}]
2013,M09,September,40509,[{}]
2013,M08,August,40209,[{}]
2013,M07,July,40196,[{}]
2013,M06,June,41122,[{}]
2013,M05,May,40889,[{}]
2013,M04,April,39919,[{}]
2013,M03,March,39620,[{}]
2013,M02,February,39151,[{}]
2013,M01,January,38858,[{}]
2012,M12,December,40571,[{}]
2012,M11,November,40616,[{}]
2012,M10,October,40592,[{}]
2012,M09,September,40332,[{}]
2012,M08,August,39789,[{}]
2012,M07,July,39842,[{}]
2012,M06,June,40868,[{}]
2012,M05,May,41214,[{}]
2012,M04,April,40324,[{}]
2012,M03,March,39791,[{}]
2012,M02,February,39170,[{}]
2012,M01,January,38997,[{}]
2011,M12,December,41087,[{}]
2011,M11,November,41624,[{}]
2011,M10,October,41627,[{}]
2011,M09,September,41412,[{}]
2011,M08,August,40662,[{}]
2011,M07,July,40682,[{}]
2011,M06,June,41886,[{}]
2011,M05,May,41725,[{}]
2011,M04,April,41242,[{}]
2011,M03,March,40530,[{}]
2011,M02,February,40073,[{}]
2011,M01,January,39955,[{}]
2010,M12,December,41168,[{}]
2010,M11,November,41412,[{}]
2010,M10,October,41221,[{}]
2010,M09,September,40938,[{}]
2010,M08,August,40274,[{}]
2010,M07,July,40466,[{}]
2010,M06,June,41230,[{}]
2010,M05,May,41251,[{}]
2010,M04,April,40740,[{}]
2010,M03,March,39406,[{}]
2010,M02,February,38756,[{}]
2010,M01,January,38997,[{}]


ENU4205120010
year,period,periodName,latest,value,footnotes
2019,Q03,3rd Quarter,true,2878,"[{""code""=>""P"", ""text""=>""Preliminary.""}]"
2019,Q02,2nd Quarter,2870,"[{""code""=>""P"", ""text""=>""Preliminary.""}]"
2019,Q01,1st Quarter,2837,"[{""code""=>""P"", ""text""=>""Preliminary.""}]"
2018,Q04,4th Quarter,2837,[{}]
2018,Q03,3rd Quarter,2837,[{}]
2018,Q02,2nd Quarter,2853,[{}]
2018,Q01,1st Quarter,2857,[{}]
2017,Q04,4th Quarter,2853,[{}]
2017,Q03,3rd Quarter,2839,[{}]
2017,Q02,2nd Quarter,2829,[{}]
2017,Q01,1st Quarter,2833,[{}]
2016,Q04,4th Quarter,2819,[{}]
2016,Q03,3rd Quarter,2838,[{}]
2016,Q02,2nd Quarter,2843,[{}]
2016,Q01,1st Quarter,2861,[{}]
2015,Q04,4th Quarter,2872,[{}]
2015,Q03,3rd Quarter,2878,[{}]
2015,Q02,2nd Quarter,2869,[{}]
2015,Q01,1st Quarter,2864,[{}]
2014,Q04,4th Quarter,2826,[{}]
2014,Q03,3rd Quarter,2821,[{}]
2014,Q02,2nd Quarter,2826,[{}]
2014,Q01,1st Quarter,2837,[{}]
2013,Q04,4th Quarter,2826,[{}]
2013,Q03,3rd Quarter,2810,[{}]
2013,Q02,2nd Quarter,2796,[{}]
2013,Q01,1st Quarter,2830,[{}]
2012,Q04,4th Quarter,3007,[{}]
2012,Q03,3rd Quarter,3045,[{}]
2012,Q02,2nd Quarter,3061,[{}]
2012,Q01,1st Quarter,3043,[{}]
2011,Q04,4th Quarter,3174,[{}]
2011,Q03,3rd Quarter,3105,[{}]
2011,Q02,2nd Quarter,3095,[{}]
2011,Q01,1st Quarter,3092,[{}]
2010,Q04,4th Quarter,3092,[{}]
2010,Q03,3rd Quarter,3109,[{}]
2010,Q02,2nd Quarter,3059,[{}]
2010,Q01,1st Quarter,3062,[{}]


